idx,class,conversation
4013,일반 대화,"야, 나 요즘 재능이 없다는 생각이 들어.
뭔 소리야? 너 잘하고 있잖아.
그냥 다들 잘하는데 나는 부족한 느낌.
다들 그렇게 생각하는 거야. 너도 괜찮아.
그렇긴 한데 자꾸 비교하게 됨."
4014,일반 대화,"야, 나 요즘 자꾸 현타 온다.
뭐 때문에?
그냥 아무것도 의미 없어 보임.
헐, 너 원래 그런 스타일 아니었잖아.
나도 모르겠어. 걍 우울함."
4015,일반 대화,"나 요즘 계속 머리가 아파.
헐, 병원 가봐야 하는 거 아니냐?
그냥 피곤해서 그런 거 같기도 하고...
그래도 오래 지속되면 검사 받아봐.
ㅇㅇ, 조만간 가볼 생각이야."
4016,일반 대화,"야, 나 인간관계가 너무 힘들어.
왜? 누구랑 문제 있어?
그냥 사람 만나는 게 점점 피곤해짐.
그럴 때 있지. 혼자만의 시간도 필요함.
ㅇㅇ, 근데 그러다 친구 다 잃을까 봐 걱정됨."
4017,일반 대화,"야, 나 요즘 일하는데 너무 지친다.
너무 바빠?
ㅇㅇ, 매일 야근하고 스트레스 장난 아님.
헐, 그러다 건강 나빠지는 거 아니야?
진짜 쉬고 싶은데 현실이 그게 안 됨."
4018,일반 대화,"야, 나 요즘 무기력증 개심해.
왜? 뭐 때문에?
그냥 아무것도 하기 싫고 계속 누워 있음.
헐, 그래도 밥은 잘 먹냐?
ㅇㅇ, 밥은 먹는데 그냥 사는 게 재미없음."
4019,일반 대화,"야, 나 꿈이 뭔지 모르겠어.
갑자기 철학적인 고민하네.
진짜 뭐 하고 싶은지 모르겠음.
너무 깊게 고민하지 마. 그냥 흘러가는 대로 살아도 됨.
ㅇㅇ, 근데 막연한 게 불안하긴 해."
4020,일반 대화,"야, 나 요즘 자존감 개바닥 됨.
왜? 무슨 일 있어?
그냥 다들 잘하는데 나만 못하는 느낌.
야, 너도 잘하고 있어. 비교하지 마라.
그러려고 해도 자꾸 비교하게 됨."
4021,일반 대화,"야, 나 요즘 경제적 스트레스 장난 아님.
왜? 돈 쓸 일 많아?
ㅇㅇ, 월급은 한정돼 있는데 쓸 곳은 많음.
헐, 알바라도 해야 하는 거 아니냐?
그래야 하는데 시간이 없음. 개빡침."
4022,일반 대화,"야, 나 요즘 뭘 해도 재미없어.
헐, 번아웃 온 거 아냐?
그런가 봐. 그냥 아무것도 하기 싫음.
한 번 쉬어봐. 너무 몰아붙이지 말고.
ㅇㅇ, 그래야 할 듯."
4023,일반 대화,"야, 나 어제 너무 창피한 일 당했어.
헐, 뭐 했는데?
회사에서 실수해서 팀장한테 개혼남.
헐, 눈물 날 거 같았겠다.
ㅇㅇ, 진짜 그 자리에서 사라지고 싶었음."
4024,일반 대화,"야, 나 요즘 너무 외롭다.
ㅋㅋㅋㅋ 연애하고 싶냐?
ㅇㅇ, 진심 연애세포 다 죽음.
그럼 소개팅이라도 해봐.
귀찮아. 그냥 자연스럽게 만나고 싶음."
4025,일반 대화,"나 요즘 자주 멍때려.
ㅋㅋㅋㅋ 너 원래 그랬잖아.
아니, 요즘 더 심해. 그냥 정신 나감.
스트레스 때문인가?
ㅇㅇ, 그런 듯. 머릿속이 복잡함."
4026,일반 대화,"야, 나 요즘 너무 불안해.
왜? 뭐가 문제야?
그냥 모든 게 불안정한 느낌.
뭐라도 해봐. 가만 있으면 더 불안해짐.
ㅇㅇ, 뭘 해야 할지 모르겠어."
4027,일반 대화,"야, 나 요즘 돈이 없어서 너무 힘들어.
무슨 일 있어?
그냥 월급도 부족하고 알바도 못 구하겠어.
헐, 진짜 힘들겠다. 그래도 무조건 일단 일자리 구해라.
그러게, 돈이 제일 문제다."
4028,일반 대화,"야, 나 요즘 계속 부끄러움 타는 것 같아.
왜? 뭐 때문에?
사람들 앞에서 말하는 게 너무 힘들어.
그러니까. 그냥 편하게 생각해봐. 어차피 그 사람들도 너한테 관심 없어.
그게 말처럼 쉽냐? 내가 아예 사라지고 싶어."
4029,일반 대화,"야, 나 오늘 아침에 또 지각했어.
왜 또?
뭐 하나 제대로 못하겠어.
매번 똑같은 실수는 좀 자제하자.
알아, 진짜 미친 것 같아. 내일부터 절대 안 그럴게."
4030,일반 대화,"야, 나 지금 정신적으로 너무 힘든데 아무한테도 말 못 하겠어.
왜? 뭐 때문에?
그냥 사람들 사이에서 점점 더 피곤해지고 아무것도 하기 싫어.
그래도 마음속으로라도 털어놓아봐. 혼자 끙끙 앓지 마.
그게 그렇게 쉽지 않다니까."
4031,일반 대화,"야, 요즘 너무 자주 짜증 나.
왜? 
뭐가 문제야?
그냥 아무것도 안 되는 느낌.
사람들이 나한테 잘못해서 그런가?
그럴 때 있지. 그냥 스스로 한 발 물러서서 생각해봐.
그렇긴 한데 계속 이렇게 살아야 하나 싶어."
4032,일반 대화,"나 요즘 외로움 진짜 심해.혼자 있으면 눈물 나올 것 같아.
왜 갑자기?
아무것도 하기 싫고, 다들 바빠서 연락도 잘 안 돼.
그래도 네가 내 친구인 걸 잊지 마. 난 항상 네 편이야.
그건 알지만, 그냥 가끔 무너질 때가 있어."
4033,일반 대화,"야, 나 이번에 진짜 미친듯이 일했는데 보상이 전혀 없어.
뭐, 뭐 일했는데?
회사에서 진짜 피눈물 나는 일 했거든. 
근데 보상은 없고 나만 쉴 틈 없고.
그냥 싸워라, 그런 데는. 
왜 나만 아픈데 일 시키는 건지 모르겠어."
4034,일반 대화,"야, 나 요즘 계속 체력 떨어져서 운동 안 하는 게 죄책감처럼 느껴져.
왜 안 해?
그냥 피곤하고 바빠서 안 했는데 너무 죄책감 든다.
그럼 이번 주말에라도 같이 운동하자. 나도 요즘 좀 처져서.
그래, 나도 같이 가야겠다."
4035,일반 대화,"나 요즘 왜 이렇게 인생이 아무 맛도 없지?
어떤 맛 없냐?
그냥 하고 싶은 것도 없고, 재밌는 것도 없는 느낌.
그럴 때 있지. 그냥 다 잠시 쉬어야 해.
그렇긴 한데, 이 상태가 너무 오래 계속될까 봐 걱정이야."
4036,일반 대화,"야, 나 요즘 자주 늦어. 일찍 자고 싶은데 잠이 안 와.
그럼 뭐 때문에 잠이 안 오는데?
자꾸 생각이 많아서 그런 거 같아.
그거 좀 괴롭지. 그럼 그냥 핸드폰이라도 끄고 자는 게 나을 듯."
4037,일반 대화,"야, 나 요즘 아무것도 하기 싫어. 인생이 너무 지루해.
왜 그런 거 같아?
모든 게 다 똑같고 재미없고 아무 것도 의미 없더라.
그럴 때 있을 거야. 근데 그런 감정도 나중에 지나가면 그리울 때가 와.
그게 언제 오냐? 지금은 그저 죽고 싶을 정도야."
4038,일반 대화,"야, 나 요즘 진짜 바빠서 다 놓치고 있는 느낌.
뭐 놓쳤는데?
사람들하고 약속도 자꾸 못 지키고, 일도 다 못 하고.
그래도 중요한 거부터 하자. 뭐든지 우선순위는 있잖아.
그래도 계속 불안하고 미안한 마음이 너무 크다."
4039,일반 대화,"나 요즘 진짜 집에만 있고 싶어. 밖에 나가면 피곤해서 죽을 것 같아.
왜 그렇게 된 거야?
그냥 모든 게 귀찮고 힘들어져서.
그럴 땐 하루 정도 집에서 푹 쉬어봐. 그게 중요해.
맞아, 그래야 좀 나을 듯."
4040,일반 대화,"야, 나 진짜 왜 이렇게 아무것도 안 되는지 모르겠어.
어떤 점에서 그런 생각 들어?
그냥 모든 게 막혀. 뭔가 하고 싶은데, 잘 안 돼.
그럴 때 있지. 한 번 쉬어가면서 다시 시작해보면 돼.
그래도 아직 아무것도 시작도 못 해봤어. 힘든 거 같아."
4041,일반 대화,"야, 나 요즘 너무 피곤하다. 어디서부터 시작해야 할지 모르겠어.
어디부터 시작해야지?
그냥 중요한 일부터 해결하려고 해봐.
근데 그게 다 너무 많아서 혼자서는 도저히 못 할 거 같아."
4042,일반 대화,"나 오늘 너무 슬펐다. 말할 사람도 없고.
왜 그런 일이 있었어?
그냥 누군가 나한테 상처 주는 말을 해서 마음이 아팠어.
말한 사람도 그만큼 상처받고 있을 거니까.
그래도 내가 다 받아줘야 하는데, 너무 힘들어."
4043,일반 대화,"나 요즘 너무 혼자 있는 게 싫다. 사람들과 같이 있는 게 답답하기도 하고.
그럼 어떻게 해야 할까?
그냥 집에 있을 때 혼자 있을 때는 다 괜찮은데, 밖에 나가면 그게 싫어.
그래도 적당히 나가면서도 혼자만의 시간을 가져야 해.
그게 나을까? 계속 고민돼."
4044,일반 대화,"야, 나 요즘 일하는데 너무 힘들어.
왜? 뭐가 힘든데?
그냥 팀원들하고 맞지 않아서 힘들어.
그건 좀 조심해야겠다. 같이 일하는 사람들이니까.
그래도 너무 빡쳐서 견디기 힘들어."
4045,일반 대화,"나 요즘 뭘 해도 결과가 안 좋아서 스트레스야.
그럴 때 있지. 그럼 계속 도전해봐.
그래도 뭔가 내가 잘못하는 거 같아서 못 하겠어.
실패도 경험이고, 다음에 더 잘하면 돼."
4046,일반 대화,"야, 나 요즘 짜증나. 내 일이 잘 안 돼서 그런가?
왜? 어떤 일이 잘 안 됐는데?
그냥 내가 제대로 준비하지 않아서 그런 거 같아.
그래도 이번에는 제대로 준비해야겠어.
맞아, 준비된 자만이 성과를 얻는다."
4047,일반 대화,"야, 요즘 너무 괴로워. 일이 잘 안 풀려서 기분이 계속 우울해.
그럼 어떻게 할 거야?
일단 일을 조금 쉬어야 할 거 같아.
그게 제일 나을 거 같아."
4048,일반 대화,"나 요즘 아침에 일어나는 것도 힘들어.
그럼 왜 그렇게 힘들어?왜 아침에 일어나기 싫은 거야?
그냥, 내가 하는 일이 재미없고 전혀 내 기분이 좋지 않아서 그런 거 같아.
그럼 다른 일을 바꿔보는 것도 좋은 방법이야."
4049,일반 대화,"야, 나 요즘 모든 게 지루하고 재미없어.
왜 그런 거 같아?
내가 하는 일이 점점 더 반복적이고 똑같아서 그런가 봐.
그럴 땐 새로운 걸 시도해 보는 게 나아."
4050,일반 대화,"나 요즘 내 미래가 너무 불안하고 걱정돼.
무슨 일이야? 무엇 때문에 불안해?
그냥 내가 하고 싶은 일이 뭔지도 모르겠고, 앞으로 어떻게 될지 모르겠어.
그런 고민 다들 한다. 그럴 땐 한 발 물러서서 생각해봐."
4051,일반 대화,"야, 너 왜 내 물건 맨날 허락 없이 가져가냐?
뭔 소리야, 그냥 잠깐 썼어.
그럼 미리 말이라도 하던가.
씨발, 찾아보는데 개고생함.
아, 미안하다고. 다음부터 조심할게.
다음 없거든? 한 번만 더 이러면 진짜 가만 안 둬."
4052,일반 대화,"야, 너 진짜 말버릇 좀 고쳐라.
뭐가 문제인데?
니가 먼저 막말하니까 나도 빡치는 거잖아.
와, 나만 문제인 것처럼 말하네?
웃기지 마라. 너도 만만치 않거든?"
4053,일반 대화,"너 지금 뭐라고 했냐?
내가 뭘?
아까 내 뒷담 깠잖아. 누가 모를 줄 알아?
아, 그거? 사실 말한 건 맞는데, 뭐 어쩌라고.
진짜 개싸가지 없네. 니 얼굴 다시는 안 보고 싶다."
4054,일반 대화,"너 숙제 안 했다고 우리 팀 점수 깎였어.
미안, 어제 너무 피곤해서...
미안하면 미리 말이라도 하지, 우리만 개고생했잖아.
진짜 미안해. 담엔 꼭 할게.
담엔 필요 없고, 다음부터 우리 팀 끼지 마라."
4055,일반 대화,"야, 너 나한테 거짓말한 거 다 들었다.
무슨 소리야, 난 거짓말 안 했는데?
아, 그럼 니가 OO한테 한 말은 뭐냐?
너무한 거 아니냐?
그건 그냥 장난이었어. 오해하지 마.
씨발, 장난? 너랑 말 섞기 싫다."
